ID_ARBRE,commune,quartier,site,cote_voirie,matricule_arbre,genre_arbre,espece_arbre,controle,situation,type_sol,surf_permeable,date_plantation,classe_age,hauteur,classe_hauteur,diametre,circonference (en cm),classe_circonference,port_arbre,vigueur_pousse,champignon_collet,insecte_collet,plaie_collet,observation_collet,champignon_tronc,insecte_tronc,fissure_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,plaie_tronc,observation_tronc,champignon_houppier,insecte_houppier,fissure_houppier,ecorce_incluse_houppier,bois_mort_houppier,plaie_houppier,observation_houppier,esperance_maintien,contrainte,classification_diagnostic
78551-Arbres-181,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,36,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-182,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,37,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-183,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,38,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-184,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,39,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-185,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,40,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-186,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,41,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-187,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,42,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-188,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,43,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-189,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,45,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-190,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,47,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-191,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,48,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-192,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,49,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-193,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,50,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-194,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,51,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-195,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,52,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2015,JA,500,H1,22.28169203,35,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Tuteur de formation,1,Non,C1
78551-Arbres-196,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,53,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2015,JA,500,H1,22.28169203,35,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Tuteur de formation,1,Non,C1
78551-Arbres-197,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,54,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2015,JA,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Tuteur de formation,1,Non,C1
78551-Arbres-198,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,55,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-199,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,56,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-200,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,57,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-201,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,58,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-202,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,59,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-203,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,60,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-204,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,61,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-205,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,62,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-206,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,63,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-207,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,64,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-208,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,65,Tilia, Europaea -  - Pallida,,Alignement,MA,4,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-209,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,10,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-210,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,11,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-211,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,12,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-212,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,13,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-213,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,14,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-214,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,15,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-215,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,16,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-216,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,17,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,28.64788976,45,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-217,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,18,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-218,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,19,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,41.3802852,65,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-219,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,20,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-220,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,21,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-221,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,22,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPLNC,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-222,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,23,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,28.64788976,45,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,Branches cassées ,1,Non,C2
78551-Arbres-223,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,24,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-224,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,25,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-225,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,26,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,T2:Bipode,Oui,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLNC,Branches cassées ,1,Non,C2
78551-Arbres-226,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,27,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,28.64788976,45,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-227,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,28,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,28.64788976,45,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-228,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,29,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,28.64788976,45,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C3
78551-Arbres-229,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,30,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-230,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,31,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,28.64788976,45,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C3
78551-Arbres-231,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,32,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-232,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,33,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C3
78551-Arbres-233,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,34,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C3
78551-Arbres-234,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,35,Tilia, Europaea -  - Pallida,,Alignement,GR,4,2000,A,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPPL,,Non,Non,TPF,Non,T2:Bipode,Oui,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-235,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de Boufflers,,1,Pyrus, sp. -   -  ,,Isolé,MA,100,2017,J,400,H1,12.73239545,20,C1,L,P,Non,Non,RCPPL,Cépée,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-236,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de Boufflers,,2,Robinia, Pseudoacacia - L. -  ,,Isolé,G,100,1990,A,1400,H3,124.1408556,195,C4,RR,MP,Oui,Non,RCPLNC,Fructification ganoderme,Non,Non,TPF,Oui,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Cavité ouverte,3,Non,C4
78551-Arbres-237,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de Boufflers,,3,Koelreuteria, Paniculata - Laxm. -  ,,Bosquet,MA,100,1990,A,1400,H3,101.8591636,160,C4,L,P,Non,Non,RCPPL,Cépée,Non,Non,TPF,Non,Non,Non,TPLS,Autres,Non,Non,HPF ,Non,HBMI ,HPLS,,1,Non,C2
78551-Arbres-238,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de Boufflers,,4,Liriodendron, Tulipifera - L. -  ,,Isolé,G,100,1990,A,1800,H4,85.94366927,135,C3,L,P,Non,Non,RCPPL,,Non,Non,TPF,Oui,Non,Non,TPLS,,Non,Non,HPF ,Oui,HBMI ,HPLS,Écorce incluse,2,Non,C3
78551-Arbres-239,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de Boufflers,,6,Fagus, Sylvatica - L. -  ,,Isolé,G,100,2018,J,600,H2,15.91549431,25,C1,L,P,Non,Non,RCPLNC,Choc collet,Non,Non,TPF,Non,T2:Bipode,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-240,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de la Croix de Fer,,1,Aesculus, Hippocastanum -  - Baumannii,,Isolé,S,0,1970,AM,1800,H4,143.2394488,225,C5,RR,MP,Non,Non,RCPPL,,Non,Non,TPF,Oui,Non,Non,TPLS,,Non,Non,HPF ,Non,HBMI ,HPLNC,Cavité ouverte,2,Non,C3
78551-Arbres-241,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Lycée Internationnal,,1,Juglans, Nigra - L. - ,,Isolé,TV,100,1960,A,1600,H4,120.9577567,190,C4,L,D,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Cavité ouverte ,Non,Non,HPF ,Non,HBMU ,HPLNC,Cavité ouverte,4,Oui,C4
78551-Arbres-242,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,66,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,28.64788976,45,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-243,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,67,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,28.64788976,45,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-244,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,68,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,28.64788976,45,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-245,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,69,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,25.46479089,40,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-246,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,70,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,25.46479089,40,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-247,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,71,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,25.46479089,40,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-248,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,72,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,28.64788976,45,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,1,Non,C2
78551-Arbres-249,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,73,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,25.46479089,40,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-250,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,74,Tilia, sp. -   -  ,,Alignement,CS,3,2015,J,600,H2,28.64788976,45,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-251,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,51,Prunus, Cerasifera - Ehrh. - Pissardi,,Alignement,S,1,2000,A,500,H1,50.92958179,80,C2,A,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,,Oui,Non,HPF ,Non,HBMI ,HPLNC,Phellin du fruitier,2,Non,C4
78551-Arbres-252,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,52,Prunus, Cerasifera - Ehrh. - Pissardi,,Alignement,S,1,2000,A,500,H1,70.02817496,110,C3,A,P,Oui,Non,RCPLCF,Champignon collet ,Non,Non,TPF,Non,Non,Non,TPLNC,,Oui,Non,HPF ,Non,HBMI ,HPLNC,Phellin du fruitier,2,Non,C4
78551-Arbres-253,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,53,Prunus, Cerasifera - Ehrh. - Pissardi,,Alignement,S,1,2000,A,500,H1,70.02817496,110,C3,A,P,Oui,Non,RCPLCF,Phellin du fruitier,Non,Non,TPF,Non,Non,Non,TPLNC,,Oui,Non,HPF ,Non,HPBM ,HPLNC,Phellin du fruitier,2,Non,C4
78551-Arbres-254,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,54,Prunus, Cerasifera - Ehrh. - Pissardi,,Alignement,S,1,2000,A,500,H1,70.02817496,110,C3,A,P,Non,Non,RCPPL,,Oui,Non,TPF,Non,Non,Non,TPLNC,Phellin du fruitier,Oui,Non,HPF ,Non,HPBM ,HPLNC,Phellin du fruitier,2,Non,C3
78551-Arbres-255,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,55,Prunus, Cerasifera - Ehrh. - Pissardi,,Alignement,S,1,2000,A,500,H1,70.02817496,110,C3,A,P,Non,Non,RCPPL,,Oui,Non,TPF,Non,Non,Non,TPLNC,Phellin du fruitier,Oui,Non,HPF ,Non,HPBM ,HPLNC,Phellin du fruitier,2,Non,C3
